Actual_G,Actual_Q,Actual_L,Actual_A,Actual_P,Predicted_G,Predicted_Q,Predicted_L,Predicted_A,Predicted_P
0.92288112756156,0.9074030507071469,0.49396695010027,0.62480966790953,0.4939669501574978,0.9065781,0.8988576,0.4927093,0.5983222,0.4920217
0.7676033983860188,0.6937878193188829,0.6361848524437864,0.9017874485810534,0.6361848524437864,0.9065781,0.8988576,0.4927093,0.5983222,0.4920217
0.9040374294941463,0.8738461524639195,0.6259864231117434,0.754896223512384,0.6259864232261991,0.8505685,0.83345485,0.67604125,0.7365111,0.67188084
0.9876196461849577,0.9906580199632526,1.5909356762610395e-09,0.2914141231945409,1.5909356762610395e-09,0.89253277,0.8797524,0.5934973,0.6778034,0.5909412
0.7167390766367249,0.7394446187489314,4.5438954206880054e-08,0.12508026262292754,4.5438954206880054e-08,0.9175938,0.92933977,0.030243367,0.253913,0.032374725
0.602441558090746,0.5832142879425268,0.7839966436613763,0.6976238072213212,0.7839966436613763,0.77241385,0.783254,0.06611197,0.2318666,0.06714791
0.898599194125152,0.8762640808292044,0.7173005775335146,0.7707595012882066,0.7173005774190587,0.7333965,0.7114029,0.68454576,0.74073243,0.67802703
0.800453339599204,0.7152129891683289,0.7051555107833447,0.9994981582576874,0.7051555108978004,0.8747145,0.859575,0.63636804,0.71124667,0.63304263
0.899763855163279,0.8812174675854947,0.6390677972837614,0.7112778127352727,0.6390677971693055,0.8485255,0.830245,0.70368195,0.7575513,0.69922364
0.13015329553491967,0.13535791333473518,2.3062844515582695e-09,0.018155118856006774,2.300561661355892e-09,0.89276534,0.8800688,0.5922872,0.67682475,0.58974683
0.6658249296419382,0.689239091368403,4.9963563824586045e-06,0.10641297459274113,4.996362105248807e-06,0.2739423,0.28616914,-0.0067973137,0.01901728,-0.0071917623
0.8769069336089147,0.8613568669602008,0.6679989825863341,0.708880929428527,0.6679989823574225,0.70955485,0.7206989,0.065915816,0.21036968,0.06667952
0.11314505681628516,0.12019061506052803,3.462288072438593e-12,0.005156778379654329,3.4680108626409713e-12,0.88780344,0.8741033,0.6080578,0.68965566,0.6052122
0.8958495307117564,0.873953636666351,0.7197048533217082,0.7693548797952927,0.719704853436164,0.26438296,0.27680832,-0.011011422,0.012632668,-0.011411503
0.9080519040686786,0.8895804524271327,0.6239671262878119,0.7053518277931006,0.6239671265167235,0.87371963,0.8584846,0.6383741,0.7126465,0.635013
0.9188076697483175,0.9311645667705908,0.00014903681683882216,0.23102334600512311,0.00014903681683882216,0.8940712,0.88185483,0.58493185,0.6708226,0.5825318
0.7670302138150419,0.6938204128646218,0.6296448128914888,0.8953958929435529,0.6296448127770329,0.8942901,0.9057201,0.03992337,0.25346398,0.041870102
0.8332280804914296,0.7434926141562728,0.6441593906239308,0.9947009631578678,0.6441593905094751,0.85193133,0.8349813,0.67304397,0.73440635,0.668929
0.9161912622589218,0.9149464779348038,0.6010313208473738,0.6218830980167853,0.6010313209618295,0.8585824,0.8415127,0.6774272,0.7398405,0.6733831
0.42616120914856903,0.44692805516094714,4.2692014909738684e-08,0.04374367585794224,4.2692014909738684e-08,0.89921224,0.88908285,0.5504555,0.64316034,0.54870784
0.5859819185463941,0.5422127120085386,0.7221811532859937,0.7675508118875164,0.722181153171538,0.4363117,0.44553256,0.06280068,0.12486595,0.062449664
0.8843449700029486,0.8485527724798008,0.8114265196218846,0.8707003747031065,0.8114265197363403,0.71295637,0.69027734,0.6720365,0.73169565,0.6655375
0.9159881667395574,0.9147472733580948,0.6015073591324991,0.622064118478017,0.601507359246955,0.85501224,0.8369893,0.69958925,0.7558455,0.69518507
0.9976354826940735,0.9983617205602684,7.096259850948522e-09,0.30424458030121526,7.0848142705437665e-09,0.89914536,0.8889961,0.5507394,0.6434028,0.54898703
0.7726497855761878,0.6946372162490503,0.6813821452382794,0.9464457986651417,0.6813821453527352,0.92034066,0.93210495,0.02925177,0.25411713,0.031405926
0.9166949292410295,0.9017304009245068,0.5547709765084952,0.6552465564400237,0.5547709765084952,0.8453768,0.8273032,0.6961237,0.75130963,0.69169056
0.11199685766564506,0.11669760359352094,9.785971246066107e-10,0.014686047778756298,9.763080085256597e-10,0.90259147,0.8933858,0.5366569,0.6312057,0.53509545
0.9612166058540376,0.963375039511275,0.06390230015711733,0.32205108249148223,0.06390230014567175,0.26543617,0.27783078,-0.010498971,0.013399243,-0.01089716
0.9162026776702451,0.9149740517619764,0.6008523211263077,0.6217202683839959,0.6008523211263077,0.8842738,0.89446074,0.05269146,0.26197955,0.054551356
0.655541416119174,0.6790143656927448,4.2176963791524683e-11,0.10299477523749541,4.223419169354846e-11,0.89923716,0.88911504,0.5503504,0.6430712,0.5486045
0.9998189700359751,0.9998821812002658,2.8041671991651417e-08,0.3077117121303721,2.8041671991651417e-08,0.69748574,0.7086936,0.06568634,0.2061074,0.06640222
0.9997496885316689,0.9998363938552244,2.5638100106652727e-08,0.3075913455119998,2.5638100106652727e-08,0.9208602,0.9326237,0.029097408,0.25418928,0.03125593
0.8257571819292505,0.8437625903386969,0.012785178683688562,0.18542059051081014,0.012785178689411352,0.92084485,0.9326084,0.029101372,0.25418654,0.031259745
0.1895223031661808,0.20075448072361604,6.1806134185680675e-12,0.01103772675569921,6.1806134185680675e-12,0.8535871,0.86424625,0.057763577,0.25387698,0.059381515
0.694634776608669,0.717716092097492,2.752662087343741e-08,0.11668756361047072,2.758384877546119e-08,0.30091912,0.31264186,0.0047913194,0.03663662,0.0044047385
0.5639981051583172,0.5417853364466988,0.830661146552513,0.7239749464724208,0.8306611463236014,0.74598354,0.7569444,0.06618506,0.22294632,0.06710486
0.9078894574929912,0.8901067758958544,0.5989908474105775,0.6882344955146642,0.5989908472961217,0.7077726,0.68406254,0.697008,0.75292665,0.68994606
0.9042700028211158,0.8841299221476495,0.6615339396273596,0.7321134020269093,0.6615339398562712,0.8963672,0.8851707,0.5669596,0.65671706,0.5649121
0.9016513181595994,0.9021090016174735,0.6084045717560237,0.61448798700027,0.608404571527112,0.8911904,0.87790865,0.60098475,0.6839397,0.5983028
0.8979817533347384,0.8757661941170503,0.717988050025457,0.7704457963032207,0.7179880497965454,0.89781445,0.8872223,0.5571463,0.64886063,0.5552713
0.9462216256229342,0.9351390229916061,0.37151098282042366,0.545236178977154,0.3715109828776515,0.8744567,0.8592925,0.6368888,0.7116107,0.6335542
0.4244995995810683,0.44296323086045375,8.813096911661875e-08,0.05293949644697534,8.835988072471387e-08,0.89676183,0.8885106,0.3788342,0.5263345,0.3801773
0.8866534902989828,0.9017712607511161,1.6309952076776846e-10,0.2094005865985338,1.6252724174753065e-10,0.43529323,0.44451484,0.062462084,0.12433043,0.062113374
0.8844492321729979,0.8673495060898377,0.6493544228247293,0.705905826519221,0.6493544229391851,0.88234425,0.8935833,0.04509206,0.2534426,0.04693477
0.9144440540499791,0.8967498580355916,0.5886848708268192,0.6843974327864476,0.5886848710557309,0.89173955,0.8786983,0.5968907,0.6807854,0.5942644
0.91094540449134,0.8919110193690771,0.6206286622269822,0.7067248866038661,0.6206286622269822,0.8979859,0.88732463,0.55805135,0.64947283,0.55619186
0.9158982471082079,0.9148144669001139,0.5997610170823394,0.6204026731621914,0.5997610168534278,0.8944199,0.88236344,0.582227,0.6686666,0.57988214
0.3997233766983529,0.4197168463269203,2.111709584677423e-08,0.0388595553396899,2.1059867944750452e-08,0.89939356,0.88931566,0.5497281,0.6425319,0.54799044
0.9618336785452551,0.9656397925205691,0.04267176390096114,0.3036270032569493,0.04267176390096114,0.4173226,0.42688993,0.054688722,0.11252305,0.05433336
0.9080033517526044,0.8761284929481793,0.6316826137852605,0.7663575495952797,0.6316826140141721,0.89295816,0.9036366,0.046177536,0.25920615,0.048108324
0.8738065312449672,0.8518981126594395,0.5712942984686471,0.6797957281938499,0.5712942984686471,0.89209396,0.8791466,0.5960356,0.67985463,0.5934401
0.8777929710185592,0.8624021742081668,0.6648573327201913,0.7067543793247766,0.6648573324912798,0.89747787,0.8864225,0.5629331,0.6537603,0.5609703
