Actual_G,Actual_Q,Actual_L,Actual_A,Actual_P,Predicted_G,Predicted_Q,Predicted_L,Predicted_A,Predicted_P
0.6297502665512864,0.41794655934710834,0.37024973949406353,0.601156054375497,0.37024973968392655,0.5738059,0.46032053,0.42430928,0.5503242,0.4250737
0.37645229196787255,0.5884464212848526,0.6235477142177759,0.3955854835994275,0.6235477164421059,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.20473136914275258,0.4609432594765255,0.7952686342212771,0.5187889273308004,0.795268634738243,0.21501493,0.43327957,0.78502345,0.550017,0.78474164
0.09490111817524838,0.36598394783030574,0.9050988827947498,0.609022165013664,0.9050988832326813,0.100050926,0.3332863,0.90002596,0.64813507,0.89977336
0.5556696079444112,0.6456008470221688,0.44433040071454294,0.35110022859146134,0.44433040157890097,0.55267054,0.61350954,0.44533664,0.38399222,0.4454618
0.09352747914166137,0.38489756600816927,0.906472521805766,0.5897524304764521,0.9064725221263106,0.11377275,0.3539838,0.886498,0.62699753,0.88614655
0.549358077472367,0.6567384228431754,0.4506419316722428,0.3390569635111684,0.4506419320673427,0.5361462,0.6046794,0.46161428,0.39222035,0.46176392
0.357336878234217,0.6136515418241872,0.6426631282267014,0.36927126111271386,0.6426631283360859,0.36016056,0.5809261,0.64110667,0.40302953,0.64065075
0.8720353940582362,0.9038675783782528,0.12793392214500615,0.09550449586320742,0.12793392219024582,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.09353264667231542,0.3848977458622187,0.906467354864559,0.589752734840737,0.9064673553029744,0.11377275,0.3539838,0.886498,0.62699753,0.88614655
0.5974044573235817,0.6169519734561586,0.4001396678535643,0.3842142338459264,0.4001396680539969,0.62404156,0.6182337,0.37420896,0.38430324,0.3748179
0.10058729610609962,0.3044416793484799,0.8994127055466936,0.6769139569628253,0.8994127058647418,0.11759168,0.30582634,0.8815714,0.6788872,0.88163006
0.3599214863497613,0.3681839567846499,0.6400785195642628,0.6321794951271524,0.6400785199084783,0.3583933,0.39204967,0.637622,0.6056793,0.6380895
0.3762451039282535,0.5882902586293355,0.6237549028433532,0.3957389614001707,0.6237548972881712,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.2092709540606874,0.46538254366246923,0.7907290493779338,0.5141800610021956,0.7907290515435095,0.21501493,0.43327957,0.78502345,0.550017,0.78474164
0.47775226410363736,0.6661735121681778,0.5222477437465143,0.31843819026185377,0.5222477439311903,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.3780935428450025,0.5892074458421002,0.6219064639569775,0.39477959173854277,0.6219064633517869,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.5343947404363796,0.607772962873538,0.46560526869810653,0.3909475192183843,0.4656052688627527,0.5361462,0.6046794,0.46161428,0.39222035,0.46176392
0.10059649251900105,0.3043391609485968,0.8994035091339423,0.677027692229117,0.8994035094519872,0.11759168,0.30582634,0.8815714,0.6788872,0.88163006
0.5927481361908038,0.5639716379045119,0.4072518739025121,0.44093595144636505,0.40725187381077854,0.6848092,0.5889317,0.31349057,0.42020133,0.3149907
0.9980765658801625,0.9988919717243556,0.0019233954437331384,0.001069174546338203,0.0019233954385196594,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.384593300385383,0.5879327040039062,0.6154067059340341,0.398044642466654,0.6154067063873977,0.38876086,0.574985,0.6113456,0.41184986,0.6110873
0.6461789521452737,0.6484747515923317,0.35382105859024227,0.35303025738375077,0.3538210585974871,0.55267054,0.61350954,0.44533664,0.38399222,0.4454618
0.1445580384009313,0.27095875548656645,0.8554419639743632,0.7201574170566019,0.8554419640411176,0.32638305,0.3670014,0.66980135,0.6301085,0.67031085
0.09352706187299109,0.3843791733177486,0.9064729396637922,0.5903255597934762,0.9064729398664643,0.11377275,0.3539838,0.886498,0.62699753,0.88614655
0.9948006838458285,0.9969816033921832,0.0051991275198814205,0.002916992857218248,0.005199127521719922,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.714594448310355,0.7521821864923819,0.28531445741576605,0.24864271821769984,0.28531445751665824,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.29015759826310994,0.31725012873511194,0.7098424065045944,0.6812789912407273,0.7098424066377347,0.32638305,0.3670014,0.66980135,0.6301085,0.67031085
0.6973620136738221,0.4491009287455414,0.3026379977848318,0.5742727058147399,0.3026379978918499,0.609171,0.5115498,0.3887406,0.49798948,0.3899019
0.8767436509957953,0.8613707348307491,0.12325636329248126,0.1413363927360634,0.12325636333606685,0.86638105,0.82946754,0.13327935,0.17558265,0.13371035
0.09488657035058257,0.3664581847599284,0.9051134312085393,0.6085034461092385,0.9051134316464757,0.100050926,0.3332863,0.90002596,0.6481351,0.89977336
0.39460609708431527,0.590071081113698,0.6053939099889888,0.39682510395395937,0.6053939100851942,0.38876086,0.574985,0.6113456,0.41184986,0.6110873
0.548068097271047,0.6416459408284743,0.45193191238279345,0.3548856665433427,0.45193191012621814,0.55267054,0.61350954,0.44533664,0.38399222,0.4454618
0.405306692820564,0.5608318573211526,0.5946933138392033,0.4293672154347031,0.5946933133422624,0.38876086,0.574985,0.6113456,0.41184986,0.6110873
0.9921625156423746,0.9954184329571163,0.007837085224525728,0.004433196116933769,0.007837085221403433,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.615627319226272,0.6258882789570306,0.38111586706570866,0.3751033461436741,0.38111586725941415,0.62404156,0.6182337,0.37420896,0.38430324,0.3748179
0.9910506443334919,0.9947501311205658,0.008948847630412805,0.005082733702045983,0.008948847633577275,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.3003823544806963,0.3835675142748469,0.59136011753242,0.5501686011573728,0.5913601178594079,0.38460645,0.42347628,0.6110134,0.57378453,0.61158526
0.09489052143697663,0.36640162543622523,0.9051094801222096,0.6085655393516061,0.9051094802065273,0.100050926,0.3332863,0.90002596,0.64813507,0.89977336
0.8943646912456256,0.6212134329192001,0.10563532362687225,0.4023118291389149,0.10563532393533351,0.6092194,0.66822404,0.38949305,0.3294508,0.3895427
0.0935277266739245,0.38489824085876245,0.9064722748628703,0.5897517155562682,0.9064722753012873,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.7744918678054997,0.8601290415720708,0.22550814503838001,0.13594201894407953,0.22550814511812364,0.78090465,0.8099189,0.21865359,0.19022408,0.21886712
0.5852866828075545,0.6977438497632455,0.41471332551294393,0.2953038241494545,0.4147133273098089,0.6092194,0.66822404,0.38949305,0.3294508,0.3895427
0.3457952067690089,0.4059108902877244,0.5796571337865937,0.5482616105194404,0.5796571340505069,0.38460645,0.42347628,0.6110134,0.57378453,0.61158526
0.9953487768530964,0.997302864902875,0.004651068032772524,0.0026059131799578417,0.004651068034417222,0.9489246,0.9394379,0.051735014,0.06372824,0.051808536
0.3767459548139218,0.588656651569254,0.6232540513765522,0.39536842079237217,0.6232540515969458,0.3722649,0.57026374,0.62790906,0.41557175,0.62761533
0.8982872112382481,0.6241867737001572,0.10171280299146597,0.39936061924227356,0.10171280325139115,0.6790434,0.5886365,0.3192289,0.42006856,0.32066315
