Actual_G,Actual_Q,Actual_L,Actual_A,Actual_P,Predicted_G,Predicted_Q,Predicted_L,Predicted_A,Predicted_P
0.7167390766367249,0.7394446187489314,4.5438954206880054e-08,0.12508026262292754,4.5438954206880054e-08,0.84202605,0.8425913,0.2036419,0.371139,0.20331383
0.4676645842937007,0.48947588821492793,4.3321521832000255e-08,0.05212592555735711,4.337874973402403e-08,0.78624636,0.7785791,0.4522845,0.53050625,0.45058128
0.7569676854004479,0.6927372790148105,0.5466407559442804,0.808234084500052,0.5466407560015083,0.6041689,0.55995893,0.52976847,0.6633625,0.53384584
0.8193730083941407,0.7980998968853455,0.7428003692465562,0.7541508564534647,0.742800369361012,0.8013859,0.7969494,0.43129078,0.5108594,0.43011034
0.6551826048431907,0.6784300593157649,0.0032080479614639856,0.10557197858825837,0.0032080479671867754,0.75905806,0.74187905,0.582629,0.63154495,0.5811815
0.9013481491242571,0.8714207792371421,0.6317507613432695,0.7561791977513921,0.6317507613432695,0.7642662,0.7498164,0.51424307,0.5849178,0.51277715
0.8986207635817056,0.8762801348283435,0.7172828185709585,0.7707793961820197,0.7172828187998702,0.75905806,0.74187905,0.582629,0.63154495,0.5811815
0.8981512977044781,0.8790169694883986,0.6674318878417407,0.7292963886745818,0.6674318880706522,0.78580517,0.77295625,0.5493772,0.6007496,0.547411
0.8221240944177798,0.8412832223583879,9.728743344042329e-11,0.1724897820466997,9.740188924447084e-11,0.8654691,0.8698301,0.087376684,0.2988582,0.087705284
0.41555992194971764,0.37766245262580234,0.9969314376043691,0.8345387022366034,0.9969314378332806,0.7426478,0.7099623,0.7699616,0.7827687,0.7706305
0.8564342796810821,0.8431425494248235,0.6558822093109247,0.6852913592870119,0.6558822093109247,0.78624636,0.7785791,0.4522845,0.53050625,0.45058128
0.8976002365054679,0.8677982890460596,0.6410159243441779,0.7596382813014187,0.6410159245730895,0.7642662,0.7498164,0.51424307,0.5849178,0.51277715
0.7780124942814799,0.697463879584091,0.704346294514032,0.9718272051100071,0.7043462947429435,0.6041689,0.55995893,0.52976847,0.6633625,0.53384584
0.7948912743437372,0.773703495486841,0.7893413016456902,0.7720853906543409,0.7893413014167785,0.78624636,0.7785791,0.4522845,0.53050625,0.45058128
0.7202183656551899,0.6963626523559797,0.8191366202569156,0.7727607798343487,0.8191366202569156,0.7426478,0.7099623,0.7699616,0.7827687,0.7706305
0.8049462992842749,0.7190802048586961,0.6987272378959785,0.9999864988630875,0.6987272378959785,0.6041689,0.55995893,0.52976847,0.6633625,0.53384584
0.911120817730591,0.9242116488735366,8.38914174016834e-05,0.2255265525407009,8.38914231244736e-05,0.84202605,0.8425913,0.2036419,0.371139,0.20331383
0.9424636095484642,0.9292536174077584,0.40870930627111923,0.573715857543809,0.4087093063283471,0.84202605,0.8425913,0.2036419,0.371139,0.20331383
0.9843526996524402,0.9880292604246714,1.2647366347255027e-09,0.2877179468613588,1.2704594249278806e-09,0.8654691,0.8698301,0.087376684,0.2988582,0.087705284
0.8443539805123728,0.8318798691625574,0.6686381747587341,0.6852343883753077,0.66863817487319,0.78580517,0.77295625,0.5493772,0.6007496,0.547411
0.7957512329210753,0.7855069189596098,0.42975717581393136,0.5236659224311092,0.42975717575670347,0.78624636,0.7785791,0.4522845,0.53050625,0.45058128
0.9617636088075922,0.966123994697208,0.036072196892189455,0.29764473116571677,0.036072196892189455,0.84202605,0.8425913,0.2036419,0.371139,0.20331383
0.883127737750719,0.8476256983334712,0.8116674462280095,0.8692267648482869,0.811667446456921,0.7426478,0.7099623,0.7699616,0.7827687,0.7706305
0.8627321909683462,0.8506636312913646,0.6272180373813354,0.6660484021587413,0.6272180373813354,0.78580517,0.77295625,0.5493772,0.6007496,0.547411
0.33320590066794986,0.35090687410472343,1.0873301384517896e-09,0.02803235850481733,1.0896192545327409e-09,0.8013859,0.7969494,0.43129078,0.5108594,0.43011034
0.9068519681424144,0.8860660209929978,0.6624859538191972,0.7362213265304495,0.662485953933653,0.78580517,0.77295625,0.5493772,0.6007496,0.547411
0.6328727244655957,0.5873235694975691,0.6480854450301848,0.7482168683172622,0.6480854448012733,0.6041689,0.55995893,0.52976847,0.6633625,0.53384584
